goal,target,indicator,series,webmap id,dashboard id
1,1.1,1.1.1,SI_POV_DAY1,bd56102ccaa749cebd6df41ba793b285,8f31e9f2fb3c489db73e423178145b2d
1,1.2,1.2.1,SI_POV_NAHC,fa7f039994d74b888a2ab5b45c84babf,2ae7775e569045df96976cd32770524b
2,2.2,2.2.2,SH_STA_OVRWGT,5823521026474e2195ae778405356ee5,e61d8a53b9364d1d9a16daf1b56604c6
3,3.2,3.2.1,SH_DYN_MORT,a223cd7d7ef24dd7b76c18f79c1d272e,761962347a9f42a08072bbbb2e4d0c3b
3,3.4,3.4.1,SH_DTH_NCOM,74fe44d3bc0f4044a0374577358f2728,b458fd31e2c34d21b9d80510cd575bc1
5,5.5,5.5.1,SG_GEN_PARL,4b0a384861cc4c28b5be9ba508b48259,912440aad25a44caae7ed4cdb8debcd5
7,7.1,7.1.1,EG_ELC_ACCS,de421aa997cf4d899fc4eae9d8ade544,3f123fe3ea744a14a60366dc822f5da1
8,8.1,8.1.1,NY_GDP_PCAP,98963cf5f43f4a51a357e067c6df44c8,63242422411848faaab25fbc51d37002
8,8.5,8.5.2,SL_TLF_UEM,411fb3ce3e5e45a4af42b61aff1e4b27,97b43b0743464ca59e62fd4d9d5ce0a5
9,9.4,9.4.1,EN_ATM_CO2GDP,16dbc509ac4a48deb4d8d8108de17596,64b4f739a21a4dd9bfa503e02a5df429
11,11.1,11.1.1,EN_LND_SLUM,1793201d795740409ac0c758c5790a13,78bca599e684426782958c769f6d199d
12,12.2,12.2.2,EN_MAT_DOMCMPC,74530db1cce84d1b82de2ab41078908d,8932f53e520245079b3e8660c3617b27
15,15.1,15.1.1,AG_LND_FRST,380b3ad659b6467fa2385189bdfcfa53,9fb78c0a90a748879c2d2d66463e8fc1
17,17.4,17.4.1,DT_TDS_DECT,c7ca54abe7994026be471ecde4115e84,de0a7defd3454b248af53f2be5bc4ea5
1,1.1,1.1.1,SI_POV_EMP1,58b9605450154ac6babc60afd69c8b7b,f61ec355348c4690a1eb0642093c3876
2,2.2,2.2.1,SH_STA_STUNT,62284bc286144adbb8f227b891990520,f809b29abb9740d28f4827dc6240a25e
4,4.2,4.2.2,SE_PRE_PARTN,061e1c49656c4fc79bea5aacabd9f055,d9c9350bdb5645609fa61f4d2c7422b1
5,5.3,5.3.1,SP_DYN_MRBF18,e96b4e77852a4ad1abfc44cf96c49b40,ba1f598eaabb4c599529644755936210
6,6.1,6.1.1,SH_H2O_SAFE,075ba30d131f424eb65d674eb115ce48,f20eff1ec81b4bd79f4327c3ee8111c4
6,6.2,6.2.1,SH_SAN_DEFECT,038333f7a5da4ee7ab8040d2fdd8ecfc,1cc416c29031470f9e1d39e4303089cd
6,6.2,6.2.1,SH_SAN_SAFE,31abcd792f7245d0b959c24caaec7643,1e72bc540c10488c849e329b1366e543
9,9.c,9.c.1,IT_MOB_NTWK,adb3fde03540442e801f908e1f3ee87a,d621d577b8f24dc4abc73c7d233caf2e
10,10.4,10.4.1,SL_EMP_GTOTL,54ab71e759ca4f279d323514c6e4e144,e337c08aabc04e96b1d14efb2adec867
16,16.9,16.9.1,SG_REG_BRTH,a52ea0f5902c4d5ea838def982ec9a0a,873d30b1328b4b69a85021bf66c4e1b8
4,4.5,4.5.1,SE_GPI_MATACH,e906ae496a8b420e910877a41896a59d,0cacf17f5556418f8954f0faa3167b1d
4,4.5,4.5.1,SE_GPI_REAACH,f35d7e83344647eebbc12574dfe9bf21,3f579645abdd49df924c32abbda57ed9
2,2.1,2.1.1,SN_ITK_DEFC,5ff53cb82ab74c498f6271c7f5dad032,65ebe59277504fe0a44f11e4b1795d06
12,12.2,12.2.2,EN_MAT_DOMCMPG,ee381cfd593c4d56b808f373a8956094,9a16a43238c54932ab09dc1e5322fee8
15,15.1,15.1.2,ER_PTD_FRWRT,0617ee54962c4b4ba8ab347850882683,798fefc6d10843aba460b0bd7faada0e
15,15.1,15.1.2,ER_PTD_TERRS,84c6d3e50f0b4989b10bad877d8685c5,6bc6de3cb49e49dda35bbef82a975cca
7,7.1,7.1.2,EG_EGY_CLEAN,6f4a30180eaf4c3db1252bb3729cf299,76b29a4759d04d77bbd7abe752835e01
14,14.5,14.5.1,ER_MRN_MARIN,6fe344b839d04ff4b0de731d0c947c38,0872c17e3b00491ca9106be7c5c7b48b
9,9.5,9.5.1,GB_XPD_RSDV,251ad24c46c948d8b5f34270eaab600b,9327367741ee484bb2742ec91f433f2c
17,17.3,17.3.2,BX_TRF_PWKR,2e6a2226d5cc4c70a82a16b190b086bd,0fd5d6c5bbdc47538b18951d3c12bb57
11,11.6,11.6.2,EN_ATM_PM25,9c68dc8d85844d1e85b186be3d06da68,aeab574fe1ba44e0b7be2f4f7fdb23c0
16,16.1,16.1.1,VC_IHR_PSRC,434a927fe7a84672b85d3a8e663b5304,590643d355b047eea4338c5080046273
13,13.1,13.1.2,SG_DSR_LEGREG,a17abcfdea39401a873f4fc44e3af0ef,ca8a95f8ac464a6d8c8555598c99c0d3
17,17.18,17.18.3,SG_STT_NSDSFND,d76ef27a21544e48a4eb4ee8d9220916,947d02ffb13344809b0795ddd1f0e780
3,3.3,3.3.1,SH_HIV_INCD,22ccb1c8a0a744e4bd7d4533cc9ca765,3c137356a3f246b999340f3f73c913b1
3,3.1,3.1.1,SH_STA_MMR,e467d019cd4440b2b754f6257ad80dc0,23f919938a4c4aea9c6563a3613d6669
17,17.6,17.6.2,IT_NET_BBP,5ab77b92494e4352b0859ed7afcde36a,a518069c081547f68a5286e202e9b739
2,2.2,2.2.2,SH_STA_WASTE,287886d484c74f209a352cb62f30285c,67b9cd1a888640a1b57faba215d3b6ad
3,3.3,3.3.2,SH_TBS_INCID,9ab82dbfa5894cd6982ba6fca591f483,641526d349994f748efaae81ad33ca43
3,3.3,3.3.3,SH_STA_MALR,066af4a0dcc94162835b7faf6a8aeb68,8499d0fff22c47438894ab8c2071bfcc
4,4.5,4.5.1,SE_GPI_TRATEA,454cf5ef676c456a8b899ec254f37ab7,1616d38f3a764a418e77036dde7b35f2
5,5.5,5.5.2,IC_GEN_MGTL,edb592fe3b174adaa750862b34f68165,7efc7ce7368b44deb0466bda6be96180
6,6.2,6.2.1,SH_SAN_DEFECT,90d4a90156a4423eb3ebf9067a9b3256,171cd579bd6943a994e71248a0ae0b7d
6,6.2,6.2.1,SH_SAN_DEFECT,b32b16a5027e4f4b8bc63c391c599e5a,11b2dde9a6694510b2e353281123289c
6,6.2,6.2.1,SH_SAN_SAFE,ca9715c70e03462996892d8749848c34,243a6191476c4605badf756c5c0d7e58
6,6.2,6.2.1,SH_SAN_SAFE,734d637add1b4bd5bd924b11f08c7378,ff2dc0f81e0e4eeaa4b125d3e9e7863f
8,8.5,8.5.2,SL_TLF_UEM,e034132440ef477e86136e148a9f3dfd,89028fd510274bb7aa0fccace003bf41
8,8.5,8.5.2,SL_TLF_UEM,c958a6296b994199952705afd126e635,15cd50d4567a46ed84e811e71c9ba183
8,8.5,8.5.2,SL_TLF_UEM,1e0e51ce41ae41c6aa75bc161f4bb3b1,4accf1a1e0f245a9b38c4a9bf4f98172
17,17.18,17.18.3,SG_STT_NSDSIMPL,eb132f6043fa4fa2b22c40ddaed92b88,dfd9b0db54bc4e42a30b640f651fa679
